gene_id	locus_tag	start	end	strand	product	go	genome_id	accession	gene_name
cds-WP_000459057.1	USA300HOU_RS00820	178026	179054	+	type 8 capsular polysaccharide synthesis protein Cap8E	None	TCH1516	NC_010079.1	cap8E
cds-WP_001028293.1	USA300HOU_RS00825	179067	180176	+	type 8 capsular polysaccharide synthesis protein Cap8F	None	TCH1516	NC_010079.1	cap8F
gene-USA300HOU_RS00830	USA300HOU_RS00830	180180	181304	+	None	None	TCH1516	NC_010079.1	cap8G
cds-USA300HOU_RS00830	USA300HOU_RS00830	180180	181304	+	type 8 capsular polysaccharide synthesis protein Cap8G	None	TCH1516	NC_010079.1	cap8G
cds-WP_001216898.1	USA300HOU_RS00835	181307	181933	+	CatB-related O-acetyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS00835
cds-WP_001221639.1	USA300HOU_RS00840	181938	183047	+	glycosyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS00840
cds-WP_000668180.1	USA300HOU_RS00845	183061	184227	+	O-antigen ligase	None	TCH1516	NC_010079.1	USA300HOU_RS00845
cds-WP_001085819.1	USA300HOU_RS00850	184220	185425	+	capsular polysaccharide biosynthesis protein	None	TCH1516	NC_010079.1	USA300HOU_RS00850
cds-WP_001291022.1	USA300HOU_RS00855	185426	186631	+	type 8 capsular polysaccharide synthesis protein Cap8L	None	TCH1516	NC_010079.1	cap8L
cds-WP_000825098.1	USA300HOU_RS00860	186642	187199	+	type 8 capsular polysaccharide synthesis protein Cap8M	None	TCH1516	NC_010079.1	cap8M
cds-WP_001230670.1	USA300HOU_RS00865	187199	188086	+	capsular polysaccharide type 5/8 biosynthesis epimerase CapN	None	TCH1516	NC_010079.1	capN
cds-WP_000779497.1	USA300HOU_RS00870	188140	189402	+	type 8 capsular polysaccharide synthesis protein Cap8O	None	TCH1516	NC_010079.1	cap8O
cds-WP_000723454.1	USA300HOU_RS00875	189479	190624	+	type 8 capsular polysaccharide synthesis protein Cap8P	None	TCH1516	NC_010079.1	cap8P
cds-WP_000480603.1	USA300HOU_RS00880	190689	191015	-	staphylobilin-forming heme oxygenase IsdI	None	TCH1516	NC_010079.1	isdI
cds-WP_001237004.1	USA300HOU_RS00885	191022	191405	-	YbaN family protein	None	TCH1516	NC_010079.1	USA300HOU_RS00885
cds-WP_000290400.1	USA300HOU_RS00890	191832	193319	+	aldehyde dehydrogenase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS00890
cds-WP_001013484.1	USA300HOU_RS00895	193965	194924	+	cation diffusion facilitator family transporter	None	TCH1516	NC_010079.1	USA300HOU_RS00895
cds-WP_000356963.1	USA300HOU_RS00900	194986	195189	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS00900
cds-WP_000171919.1	USA300HOU_RS00905	195368	195880	+	DUF4242 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS00905
cds-WP_000590850.1	USA300HOU_RS00910	196222	196962	+	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS00910
cds-WP_000826685.1	USA300HOU_RS00915	196976	197950	+	ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS00915
cds-WP_000197958.1	USA300HOU_RS00920	197947	198708	+	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS00920
gene-USA300HOU_RS00925	USA300HOU_RS00925	198721	199753	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS00925
cds-USA300HOU_RS00925	USA300HOU_RS00925	198721	199753	+	acyl-CoA/acyl-ACP dehydrogenase	None	TCH1516	NC_010079.1	USA300HOU_RS00925
cds-WP_001092004.1	USA300HOU_RS00930	199970	200329	+	DUF2294 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS00930
cds-WP_000706137.1	USA300HOU_RS00935	200502	201527	+	NAD-dependent formate dehydrogenase	None	TCH1516	NC_010079.1	USA300HOU_RS00935
cds-WP_000826862.1	USA300HOU_RS00940	201913	203163	+	MFS transporter	None	TCH1516	NC_010079.1	USA300HOU_RS00940
cds-WP_048813240.1	USA300HOU_RS00945	203610	210785	+	non-ribosomal peptide synthetase	None	TCH1516	NC_010079.1	USA300HOU_RS00945
cds-WP_000215724.1	USA300HOU_RS00950	210798	211442	+	4'-phosphopantetheinyl transferase superfamily protein	None	TCH1516	NC_010079.1	USA300HOU_RS00950
cds-WP_001802886.1	USA300HOU_RS00955	211770	212249	-	YagU family protein	None	TCH1516	NC_010079.1	USA300HOU_RS00955
cds-WP_000668894.1	USA300HOU_RS00960	212519	213283	-	acetylglutamate kinase	ornithine biosynthetic process|0006592||IEA	TCH1516	NC_010079.1	argB
cds-WP_000682611.1	USA300HOU_RS00965	213299	214540	-	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	arginine biosynthetic process|0006526||IEA	TCH1516	NC_010079.1	argJ
cds-WP_000598483.1	USA300HOU_RS00970	214552	215583	-	N-acetyl-gamma-glutamyl-phosphate reductase	ornithine biosynthetic process|0006592||IEA	TCH1516	NC_010079.1	argC
cds-WP_001084436.1	USA300HOU_RS00975	215622	216806	-	ornithine--oxo-acid transaminase	None	TCH1516	NC_010079.1	rocD
cds-WP_000728173.1	USA300HOU_RS00980	217059	218414	-	branched-chain amino acid transport system II carrier protein	branched-chain amino acid transport|0015803||IEA	TCH1516	NC_010079.1	brnQ
cds-WP_000606890.1	USA300HOU_RS00985	218690	219247	-	isochorismatase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS00985
cds-WP_000813555.1	USA300HOU_RS00990	219314	220954	-	alpha-keto acid decarboxylase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS00990
cds-WP_000979526.1	USA300HOU_RS00995	221148	221249	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS00995
cds-WP_001227724.1	USA300HOU_RS01000	221228	223273	-	glucose-specific PTS transporter subunit IIBC	None	TCH1516	NC_010079.1	ptsG
cds-WP_000145555.1	USA300HOU_RS01005	223859	224914	+	6-phospho-N-acetylmuramidase	None	TCH1516	NC_010079.1	USA300HOU_RS01005
cds-WP_000432017.1	USA300HOU_RS01010	224914	225810	+	N-acetylmuramic acid 6-phosphate etherase	amino sugar metabolic process|0006040||IEA,peptidoglycan turnover|0009254||IEA	TCH1516	NC_010079.1	murQ
cds-WP_000159750.1	USA300HOU_RS01015	225822	227276	+	PTS transporter subunit EIIC	phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA	TCH1516	NC_010079.1	USA300HOU_RS01015
cds-WP_000181832.1	USA300HOU_RS01020	227279	228154	+	MurR/RpiR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS01020
cds-WP_001550030.1	USA300HOU_RS01025	228348	228629	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01025
cds-WP_000331347.1	USA300HOU_RS01030	228842	231631	+	type I restriction endonuclease subunit R	None	TCH1516	NC_010079.1	USA300HOU_RS01030
cds-WP_000370334.1	USA300HOU_RS01035	231836	232678	+	sce7726 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01035
cds-WP_000291761.1	USA300HOU_RS01040	232680	233603	+	sce7725 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01040
cds-WP_000686457.1	USA300HOU_RS01045	233590	234702	+	RES domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS01045
cds-WP_000067349.1	USA300HOU_RS01050	234967	236559	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS01050
cds-WP_001797475.1	USA300HOU_RS01055	236516	237994	+	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS01055
cds-WP_000057899.1	USA300HOU_RS01060	238000	239163	+	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS01060
cds-WP_000720804.1	USA300HOU_RS01065	239180	240955	+	ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS01065
cds-WP_000236397.1	USA300HOU_RS01070	240993	242999	+	gamma-glutamyltransferase	glutathione biosynthetic process|0006750||IEA	TCH1516	NC_010079.1	ggt
cds-WP_000643615.1	USA300HOU_RS01075	243297	244070	-	tandem-type lipoprotein	None	TCH1516	NC_010079.1	USA300HOU_RS01075
cds-WP_001151451.1	USA300HOU_RS01080	244260	244886	-	FMN-dependent NADH-azoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS01080
cds-WP_000166917.1	USA300HOU_RS01085	245095	245673	+	M23 family metallopeptidase	None	TCH1516	NC_010079.1	USA300HOU_RS01085
cds-WP_000818914.1	USA300HOU_RS01090	246056	247153	+	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	None	TCH1516	NC_010079.1	ugpC
cds-WP_000034961.1	USA300HOU_RS01095	247166	248437	+	maltodextrin ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS01095
cds-WP_000166888.1	USA300HOU_RS01100	248440	249708	+	sugar ABC transporter permease	transmembrane transport|0055085||IEA	TCH1516	NC_010079.1	USA300HOU_RS01100
cds-WP_000162661.1	USA300HOU_RS01105	249710	250549	+	sugar ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS01105
cds-WP_000153466.1	USA300HOU_RS01110	250623	251699	+	Gfo/Idh/MocA family oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS01110
cds-WP_000163809.1	USA300HOU_RS01115	251724	252764	+	Gfo/Idh/MocA family oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS01115
cds-WP_000690419.1	USA300HOU_RS01120	252819	253787	+	sugar phosphate isomerase/epimerase	None	TCH1516	NC_010079.1	USA300HOU_RS01120
cds-WP_000603755.1	USA300HOU_RS01125	254149	254643	-	isoprenylcysteine carboxyl methyltransferase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01125
cds-WP_001008722.1	USA300HOU_RS01130	254876	256255	+	hexose-6-phosphate:phosphate antiporter	transmembrane transport|0055085||IEA	TCH1516	NC_010079.1	uhpT
cds-WP_000477521.1	USA300HOU_RS01135	256614	257372	-	response regulator transcription factor	None	TCH1516	NC_010079.1	USA300HOU_RS01135
cds-WP_000127982.1	USA300HOU_RS01140	257365	258921	-	sensor histidine kinase	None	TCH1516	NC_010079.1	USA300HOU_RS01140
cds-WP_000837105.1	USA300HOU_RS01145	258918	259886	-	ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS01145
cds-WP_000894660.1	USA300HOU_RS01150	260474	262723	+	formate C-acetyltransferase	fermentation|0006113||IEA,formate metabolic process|0015942||IEA	TCH1516	NC_010079.1	pflB
cds-WP_000911657.1	USA300HOU_RS01155	262746	263501	+	pyruvate formate-lyase-activating protein	None	TCH1516	NC_010079.1	pflA
cds-WP_000822608.1	USA300HOU_RS01165	263837	265600	+	glycerophosphoryl diester phosphodiesterase membrane domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS01165
cds-WP_000211597.1	USA300HOU_RS01170	265764	266108	-	complement inhibitor SCIN family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01170
cds-WP_000744073.1	USA300HOU_RS01175	266298	268127	+	staphylocoagulase	None	TCH1516	NC_010079.1	coa
cds-WP_001790533.1	USA300HOU_RS01180	268309	268416	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01180
cds-WP_001154618.1	USA300HOU_RS01190	268730	269914	-	thiolase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01190
cds-WP_000154514.1	USA300HOU_RS01195	269944	272205	-	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01195
cds-WP_000142189.1	USA300HOU_RS01200	272391	273602	-	acyl-CoA dehydrogenase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01200
cds-WP_001008401.1	USA300HOU_RS01205	273714	275219	-	class I adenylate-forming enzyme family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01205
cds-WP_001789452.1	USA300HOU_RS01210	275245	276822	-	acyl CoA:acetate/3-ketoacid CoA transferase	None	TCH1516	NC_010079.1	USA300HOU_RS01210
cds-WP_001789851.1	USA300HOU_RS01215	277263	278405	+	PrsW family intramembrane metalloprotease	None	TCH1516	NC_010079.1	USA300HOU_RS01215
cds-WP_000669653.1	USA300HOU_RS01220	278719	280194	-	ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS01220
cds-WP_000215216.1	USA300HOU_RS01225	280392	280748	-	DUF488 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS01225
cds-WP_000773989.1	USA300HOU_RS01230	280905	281078	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01230
cds-WP_000954810.1	USA300HOU_RS01235	281104	282249	-	globin domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS01235
cds-WP_001789859.1	USA300HOU_RS01240	282404	282511	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01240
cds-WP_001031882.1	USA300HOU_RS01245	282822	283775	+	L-lactate dehydrogenase	glycolytic process|0006096||IEA	TCH1516	NC_010079.1	USA300HOU_RS01245
cds-WP_000838204.1	USA300HOU_RS01255	284095	285624	-	PTS transporter subunit EIIC	phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA	TCH1516	NC_010079.1	USA300HOU_RS01255
cds-WP_000823215.1	USA300HOU_RS01260	285986	286921	+	nucleoside hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS01260
cds-WP_001791653.1	USA300HOU_RS01265	287031	287129	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01265
cds-WP_001012747.1	USA300HOU_RS01270	287260	289356	+	BglG family transcription antiterminator	None	TCH1516	NC_010079.1	USA300HOU_RS01270
cds-WP_000531476.1	USA300HOU_RS01275	289341	289808	+	PTS sugar transporter subunit IIA	None	TCH1516	NC_010079.1	USA300HOU_RS01275
cds-WP_000815795.1	USA300HOU_RS01280	289831	290109	+	PTS sugar transporter subunit IIB	None	TCH1516	NC_010079.1	USA300HOU_RS01280
cds-WP_000120104.1	USA300HOU_RS01285	290336	291595	+	PTS galactitol transporter subunit IIC	None	TCH1516	NC_010079.1	USA300HOU_RS01285
cds-WP_000646207.1	USA300HOU_RS01290	291613	292668	+	zinc-binding dehydrogenase	None	TCH1516	NC_010079.1	USA300HOU_RS01290
cds-WP_000230358.1	USA300HOU_RS01295	292670	292816	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01295
cds-WP_000645604.1	USA300HOU_RS01300	292840	293883	+	galactitol-1-phosphate 5-dehydrogenase	None	TCH1516	NC_010079.1	USA300HOU_RS01300
cds-WP_000638475.1	USA300HOU_RS01305	294411	295127	+	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS01305
cds-WP_000610189.1	USA300HOU_RS01310	295120	296145	+	alcohol dehydrogenase catalytic domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS01310
cds-WP_000167985.1	USA300HOU_RS01315	296167	297861	+	teichoic acid ribitol-phosphate polymerase TarK	None	TCH1516	NC_010079.1	USA300HOU_RS01315
cds-WP_000594815.1	USA300HOU_RS01320	298289	299458	+	CDP-glycerol--glycerophosphate glycerophosphotransferase	None	TCH1516	NC_010079.1	USA300HOU_RS01320
cds-WP_000872486.1	USA300HOU_RS01325	299734	300450	+	D-ribitol-5-phosphate cytidylyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS01325
cds-WP_000610203.1	USA300HOU_RS01330	300443	301468	+	ribitol-5-phosphate dehydrogenase	None	TCH1516	NC_010079.1	USA300HOU_RS01330
cds-WP_000240920.1	USA300HOU_RS01335	301490	303178	+	teichoic acid ribitol-phosphate polymerase TarL	None	TCH1516	NC_010079.1	USA300HOU_RS01335
cds-WP_000975357.1	USA300HOU_RS01340	303211	304935	+	poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase	None	TCH1516	NC_010079.1	tarS
cds-WP_000608826.1	USA300HOU_RS01345	305075	305749	+	iron-sulfur cluster repair di-iron protein ScdA	None	TCH1516	NC_010079.1	scdA
cds-WP_000950281.1	USA300HOU_RS01350	305996	307750	+	sensor histidine kinase	None	TCH1516	NC_010079.1	USA300HOU_RS01350
cds-WP_000645452.1	USA300HOU_RS01355	307753	308493	+	response regulator transcription factor LytR	None	TCH1516	NC_010079.1	USA300HOU_RS01355
cds-WP_001792906.1	USA300HOU_RS01360	308606	309049	+	antiholin-like murein hydrolase modulator LrgA	None	TCH1516	NC_010079.1	lrgA
cds-WP_000607067.1	USA300HOU_RS01365	309042	309743	+	antiholin-like protein LrgB	None	TCH1516	NC_010079.1	lrgB
cds-WP_000922329.1	USA300HOU_RS01370	309851	310555	-	GntR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS01370
cds-WP_000066937.1	USA300HOU_RS01375	310704	311495	+	glucose PTS transporter subunit IIA	phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA	TCH1516	NC_010079.1	USA300HOU_RS01375
cds-WP_000163988.1	USA300HOU_RS01380	311511	312947	+	6-phospho-beta-glucosidase	carbohydrate metabolic process|0005975||IEA	TCH1516	NC_010079.1	USA300HOU_RS01380
cds-WP_000031268.1	USA300HOU_RS01390	313381	314142	-	class I SAM-dependent methyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS01390
cds-WP_001789860.1	USA300HOU_RS01395	314161	314295	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01395
cds-WP_000182751.1	USA300HOU_RS01400	314393	315307	-	ribokinase	D-ribose catabolic process|0019303||IEA	TCH1516	NC_010079.1	rbsK
cds-WP_000747850.1	USA300HOU_RS01405	315335	315739	-	D-ribose pyranase	None	TCH1516	NC_010079.1	rbsD
cds-WP_000029211.1	USA300HOU_RS01410	315754	316635	-	ribose transporter RbsU	None	TCH1516	NC_010079.1	rbsU
cds-WP_000757880.1	USA300HOU_RS01415	316867	317865	-	LacI family DNA-binding transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS01415
cds-WP_001791651.1	USA300HOU_RS15000	318016	318195	+	NADH dehydrogenase	None	TCH1516	NC_010079.1	USA300HOU_RS15000
cds-WP_001159765.1	USA300HOU_RS01425	318245	318637	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01425
gene-USA300HOU_RS01430	USA300HOU_RS01430	318883	319233	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS01430
cds-USA300HOU_RS01430	USA300HOU_RS01430	318883	319233	+	IS1182 family transposase	None	TCH1516	NC_010079.1	USA300HOU_RS01430
cds-WP_001066545.1	USA300HOU_RS01435	319310	320686	-	MFS transporter	None	TCH1516	NC_010079.1	USA300HOU_RS01435
cds-WP_000337364.1	USA300HOU_RS01440	320920	321912	+	linear amide C-N hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS01440
cds-WP_000736798.1	USA300HOU_RS01445	322238	323188	+	glycine-glycine endopeptidase LytM	None	TCH1516	NC_010079.1	lytM
cds-WP_000570071.1	USA300HOU_RS01450	323240	323899	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS01450
cds-WP_000806113.1	USA300HOU_RS01455	323913	324833	-	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS01455
cds-WP_000848764.1	USA300HOU_RS01460	324830	325996	-	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS01460
cds-WP_000038517.1	USA300HOU_RS01465	326064	327587	-	DUF6583 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01465
cds-WP_000421225.1	USA300HOU_RS01470	327858	328511	+	DUF5079 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01470
cds-WP_000583198.1	USA300HOU_RS01475	328545	329132	+	DUF5080 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01475
cds-WP_000751207.1	USA300HOU_RS01480	329275	330168	-	CHAP domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS01480
cds-WP_001240826.1	USA300HOU_RS01485	330416	330709	+	WXG100 family type VII secretion effector EsxA	None	TCH1516	NC_010079.1	esxA
cds-WP_000728949.1	USA300HOU_RS01490	330793	333822	+	type VII secretion protein EsaA	None	TCH1516	NC_010079.1	esaA
cds-WP_000928935.1	USA300HOU_RS01495	333822	334280	+	type VII secretion protein EssA	protein secretion|0009306||IEA	TCH1516	NC_010079.1	essA
cds-WP_001071606.1	USA300HOU_RS01500	334252	334494	+	type VII secretion protein EsaB	None	TCH1516	NC_010079.1	esaB
cds-WP_000240338.1	USA300HOU_RS01505	334507	335841	+	type VII secretion protein EssB	protein secretion|0009306||IEA	TCH1516	NC_010079.1	essB
cds-WP_000549278.1	USA300HOU_RS01510	335863	340302	+	type VII secretion protein EssC	protein secretion|0009306||IEA	TCH1516	NC_010079.1	essC
cds-WP_001010289.1	USA300HOU_RS01515	340332	340724	+	type VII secretion substrate EsaC	None	TCH1516	NC_010079.1	esaC
cds-WP_000509668.1	USA300HOU_RS01520	340740	341054	+	WXG100 family type VII secretion effector EsxB	None	TCH1516	NC_010079.1	esxB
cds-WP_000655875.1	USA300HOU_RS01525	341054	341728	+	DUF5081 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01525
cds-WP_000175722.1	USA300HOU_RS01530	341728	342045	+	type VII secretion system extracellular protein EsxD	None	TCH1516	NC_010079.1	esxD
cds-WP_000159025.1	USA300HOU_RS01535	342055	343899	+	DNA/RNA non-specific endonuclease	None	TCH1516	NC_010079.1	USA300HOU_RS01535
cds-WP_000142049.1	USA300HOU_RS01540	343910	344401	+	TIGR01741 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01540
cds-WP_000208414.1	USA300HOU_RS01545	344609	345292	+	DUF5079 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01545
cds-WP_000394915.1	USA300HOU_RS01550	345439	346050	+	DUF5080 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01550
cds-WP_000431307.1	USA300HOU_RS01555	346186	346404	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS01555
cds-WP_000142036.1	USA300HOU_RS01560	346536	347036	+	TIGR01741 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01560
cds-WP_001008475.1	USA300HOU_RS01565	347047	347547	+	TIGR01741 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01565
gene-USA300HOU_RS01570	USA300HOU_RS01570	347558	348053	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS01570
cds-USA300HOU_RS01570	USA300HOU_RS01570	347558	348053	+	TIGR01741 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01570
cds-WP_000142033.1	USA300HOU_RS01575	348064	348555	+	TIGR01741 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01575
cds-WP_000208389.1	USA300HOU_RS01580	348765	349448	+	DUF5079 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01580
gene-USA300HOU_RS15705	USA300HOU_RS15705	349564	349677	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS15705
cds-USA300HOU_RS15705	USA300HOU_RS15705	349564	349677	+	DUF5080 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS15705
cds-WP_000141982.1	USA300HOU_RS01585	350034	350534	+	TIGR01741 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01585
cds-WP_000142145.1	USA300HOU_RS01590	350546	351046	+	TIGR01741 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01590
cds-WP_000142176.1	USA300HOU_RS01595	351057	351557	+	antitoxin YezG family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01595
cds-WP_000141942.1	USA300HOU_RS01600	351568	352068	+	TIGR01741 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS01600
